step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
2813.0,[835],[1054832.4960082741],[3313631.638129483],[4931.0]
2820.0,[837],[1056028.1673281512],[3317380.1962353457],[4931.0]
2827.0,[837],[1056028.1673281512],[3317380.1962353457],[4931.0]
2832.0,[837],[1056028.1673281512],[3317380.1962353457],[4931.0]
2839.0,[839],[1058763.625522696],[3325956.63402076],[4931.0]
2844.0,[841],[1064213.714143622],[3343044.289319536],[4947.0]
2851.0,[847],[1094525.5021541612],[3438925.492490037],[4957.0]
2856.0,[848],[1094525.5021541612],[3438925.492490037],[4957.0]
2863.0,[854],[1099194.3744554794],[3453563.6738103246],[4969.0]
2868.0,[854],[1099194.3744554794],[3453563.6738103246],[4969.0]
2875.0,[858],[1099194.3744554794],[3453563.6738103246],[4978.0]
2882.0,[860],[1101236.7215047898],[3459966.9777291776],[4978.0]
2887.0,[866],[1101236.7215047898],[3459966.9777291776],[5079.0]
2894.0,[870],[1101236.7215047898],[3459966.9777291776],[5125.0]
2899.0,[871],[1101236.7215047898],[3459966.9777291776],[5153.0]
2906.0,[873],[1102463.9483725037],[3463814.626443905],[5154.0]
2913.0,[876],[1107523.1604855089],[3479676.643331286],[5154.0]
2920.0,[879],[1108255.7876427562],[3481973.5584931057],[5154.0]
2927.0,[881],[1110565.1663977725],[3489213.961798559],[5154.0]
2934.0,[884],[1112231.0622614885],[3494436.9402202764],[5198.0]
2941.0,[888],[1122527.672056805],[3526719.6501988843],[5287.0]
2946.0,[890],[1122527.672056805],[3526719.6501988843],[5287.0]
2953.0,[895],[1128492.4433452848],[3545419.061148223],[5329.0]
2960.0,[902],[1133669.680063852],[3561651.1360825333],[5421.0]
2965.0,[905],[1139534.931136814],[3580040.34525535],[5459.0]
2972.0,[906],[1143939.7877883408],[3594043.7320606885],[5459.0]
2977.0,[908],[1148134.1273339933],[3607194.128308821],[5523.0]
2984.0,[912],[1166549.2384719343],[3665509.5572987543],[5530.0]
2989.0,[915],[1176511.8115243164],[3696741.7348006708],[5536.0]
2996.0,[918],[1180794.0467597684],[3710167.8087234674],[5536.0]
3001.0,[920],[1183838.0163008864],[3719711.5341991256],[5536.0]
3008.0,[925],[1194750.9937475845],[3753926.9223477016],[5573.0]
3013.0,[927],[1194750.9937475845],[3753926.9223477016],[5582.0]
3020.0,[928],[1199089.1683450695],[3767528.355089948],[5582.0]
3027.0,[930],[1199089.1683450695],[3767528.355089948],[5582.0]
3034.0,[934],[1199089.1683450695],[3767528.355089948],[5643.0]
3039.0,[935],[1201134.3301268527],[3773940.4665959957],[5643.0]
3046.0,[937],[1201134.3301268527],[3773940.4665959957],[5643.0]
3053.0,[940],[1202751.913888321],[3779011.692297469],[5643.0]
3058.0,[941],[1202751.913888321],[3779011.692297469],[5643.0]
3065.0,[944],[1210058.945779145],[3801921.338961927],[5675.0]
3072.0,[945],[1211242.330661514],[3805631.532405173],[5699.0]
3079.0,[948],[1215430.1083239042],[3818761.3270024178],[5748.0]
3086.0,[949],[1216759.6945852349],[3822929.5178929805],[5748.0]
3091.0,[951],[1224813.71515736],[3848179.8258567066],[5753.0]
3098.0,[956],[1229983.359851551],[3864387.970223851],[5753.0]
3103.0,[958],[1231149.767396059],[3868044.9329892066],[5753.0]
3110.0,[960],[1233437.7220502435],[3875218.2863851143],[5753.0]
3117.0,[962],[1237398.0218586705],[3887634.995156779],[5785.0]
3122.0,[963],[1237398.0218586705],[3887634.995156779],[5785.0]
3129.0,[965],[1238032.5213739774],[3889624.448690933],[5834.0]
3136.0,[969],[1258030.2110875098],[3953194.6909998427],[5855.0]
3143.0,[971],[1260572.7752039877],[3961166.128327842],[5859.0]
3148.0,[973],[1260572.7752039877],[3961166.128327842],[5859.0]
3155.0,[976],[1260572.7752039877],[3961166.128327842],[5864.0]
3160.0,[981],[1265344.1130375336],[3976125.509913844],[5911.0]
3167.0,[984],[1266020.6465177927],[3978246.568473016],[5912.0]
3172.0,[988],[1269535.8144202034],[3989267.5336955804],[5998.0]
3179.0,[992],[1272785.7096833931],[3999456.8929872876],[6074.0]
3186.0,[995],[1275623.7014333836],[4008354.6192678167],[6074.0]
3191.0,[1000],[1277639.5462916854],[4014674.8165052137],[6090.0]
3198.0,[1005],[1289620.2080123103],[4052234.3567553526],[6161.0]
3203.0,[1009],[1289620.2080123103],[4052234.3567553526],[6172.0]
3210.0,[1011],[1290203.550722006],[4054063.2260422944],[6172.0]
3215.0,[1015],[1292243.7270650903],[4060459.646565621],[6239.0]
3222.0,[1021],[1300685.9999232714],[4087151.465419438],[6309.0]
3227.0,[1024],[1304933.7066679744],[4100469.1939578326],[6325.0]
3234.0,[1026],[1306334.4622347346],[4104860.8895795033],[6325.0]
3241.0,[1029],[1309582.3505650433],[4115043.8917496465],[6325.0]
3248.0,[1029],[1309582.3505650433],[4115043.8917496465],[6325.0]
3253.0,[1030],[1309582.3505650433],[4115043.8917496465],[6325.0]
3260.0,[1033],[1310183.8531658563],[4116929.704644768],[6325.0]
3265.0,[1033],[1310183.8531658563],[4116929.704644768],[6325.0]
3272.0,[1037],[1315498.7921876288],[4133593.5174536165],[6325.0]
3279.0,[1039],[1315498.7921876288],[4133593.5174536165],[6325.0]
3284.0,[1043],[1320008.5981801858],[4147732.980356389],[6327.0]
3291.0,[1046],[1320686.717445053],[4149859.004607463],[6350.0]
3298.0,[1051],[1327839.6582043527],[4172284.3854742176],[6350.0]
