step,agent_total_vehicles_passed,agent_total_fuel_consumption,agent_co2_emission,agent_accumulated_waiting_time
352.0,[250],[184808.3473503138],[579409.728136879],[0.0]
353.0,[250],[184808.3473503138],[579409.728136879],[0.0]
354.0,[250],[184808.3473503138],[579409.728136879],[0.0]
355.0,[250],[184808.3473503138],[579409.728136879],[0.0]
356.0,[250],[184808.3473503138],[579409.728136879],[0.0]
357.0,[250],[184808.3473503138],[579409.728136879],[0.0]
358.0,[250],[184808.3473503138],[579409.728136879],[0.0]
359.0,[250],[184808.3473503138],[579409.728136879],[0.0]
360.0,[258],[190668.05326551123],[597781.0116934417],[0.0]
361.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
362.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
363.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
364.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
365.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
366.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
367.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
368.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
369.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
370.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
371.0,[262],[193428.28884225024],[606434.7587034877],[0.0]
372.0,[265],[195726.47799649098],[613640.0501793105],[0.0]
373.0,[266],[196435.21911782422],[615862.0830795531],[0.0]
374.0,[266],[196435.21911782422],[615862.0830795531],[0.0]
375.0,[268],[197889.35662501014],[620421.0822385836],[0.0]
376.0,[268],[197889.35662501014],[620421.0822385836],[0.0]
377.0,[268],[197889.35662501014],[620421.0822385836],[0.0]
378.0,[268],[197889.35662501014],[620421.0822385836],[0.0]
379.0,[268],[197889.35662501014],[620421.0822385836],[0.0]
380.0,[268],[197889.35662501014],[620421.0822385836],[0.0]
381.0,[268],[197889.35662501014],[620421.0822385836],[0.0]
382.0,[268],[197889.35662501014],[620421.0822385836],[0.0]
383.0,[268],[197889.35662501014],[620421.0822385836],[0.0]
384.0,[275],[203144.467777097],[636896.8900244469],[0.0]
385.0,[276],[203811.02281369857],[638986.6297291077],[0.0]
386.0,[276],[203811.02281369857],[638986.6297291077],[0.0]
387.0,[276],[203811.02281369857],[638986.6297291077],[0.0]
388.0,[276],[203811.02281369857],[638986.6297291077],[0.0]
389.0,[278],[205361.95605999365],[643849.1189744462],[0.0]
390.0,[278],[205361.95605999365],[643849.1189744462],[0.0]
391.0,[278],[205361.95605999365],[643849.1189744462],[0.0]
392.0,[278],[205361.95605999365],[643849.1189744462],[0.0]
393.0,[278],[205361.95605999365],[643849.1189744462],[0.0]
394.0,[278],[205361.95605999365],[643849.1189744462],[0.0]
395.0,[278],[205361.95605999365],[643849.1189744462],[0.0]
396.0,[283],[209087.0874267472],[655528.1428697314],[0.0]
397.0,[284],[209759.81546663726],[657637.2471105405],[0.0]
398.0,[284],[209759.81546663726],[657637.2471105405],[0.0]
399.0,[284],[209759.81546663726],[657637.2471105405],[0.0]
400.0,[284],[209759.81546663726],[657637.2471105405],[0.0]
401.0,[284],[209759.81546663726],[657637.2471105405],[0.0]
402.0,[284],[209759.81546663726],[657637.2471105405],[0.0]
403.0,[284],[209759.81546663726],[657637.2471105405],[0.0]
404.0,[286],[211199.9833791688],[662152.436955379],[0.0]
405.0,[286],[211199.9833791688],[662152.436955379],[0.0]
406.0,[286],[211199.9833791688],[662152.436955379],[0.0]
407.0,[286],[211199.9833791688],[662152.436955379],[0.0]
408.0,[291],[214984.27562233552],[674016.9550592465],[0.0]
409.0,[294],[217090.42572006586],[680620.1097925468],[0.0]
410.0,[294],[217090.42572006586],[680620.1097925468],[0.0]
411.0,[294],[217090.42572006586],[680620.1097925468],[0.0]
412.0,[294],[217090.42572006586],[680620.1097925468],[0.0]
413.0,[294],[217090.42572006586],[680620.1097925468],[0.0]
414.0,[294],[217090.42572006586],[680620.1097925468],[0.0]
415.0,[294],[217090.42572006586],[680620.1097925468],[0.0]
416.0,[294],[217090.42572006586],[680620.1097925468],[0.0]
417.0,[294],[217090.42572006586],[680620.1097925468],[0.0]
418.0,[296],[218588.57613479363],[685317.1098500601],[0.0]
